BASKET_ID,COMMODITY_DESC
27191345921,"['SHORTENING/OIL', 'FLUID MILK PRODUCTS']"
27191351849,"['LUNCHMEAT', 'DRY NOODLES/PASTA', 'BAKED BREAD/BUNS/ROLLS', 'POPCORN', 'SOFT DRINKS', 'ONIONS', 'CANDY - PACKAGED', 'BACON', 'FRZN NOVELTIES/WTR ICE', 'COLD AND FLU', 'VEGETABLES SALAD', 'FRZN POTATOES', 'BAG SNACKS']"
27191356548,['WATER - CARBONATED/FLVRD DRINK']
27191356585,"['COOKIES/CONES', 'WAREHOUSE SNACKS', 'CANNED JUICES']"
27191366457,"['CORN', 'BEERS/ALES', 'IMPORTED WINE', 'MOLASSES/SYRUP/PANCAKE MIXS', 'FD WRAPS/BAGS/TRSH BG', 'PAPER HOUSEWARES', 'POTATOES']"
27191402467,"['FACIAL TISS/DNR NAPKIN', 'PAPER TOWELS', 'ORAL HYGIENE PRODUCTS', 'GREETING CARDS/WRAP/PARTY SPLY']"
27191421256,"['CRACKERS/MISC BKD FD', 'BAKED BREAD/BUNS/ROLLS', 'WATER - CARBONATED/FLVRD DRINK', 'CHARCOAL AND LIGHTER FLUID', 'SALAD MIX', 'SOFT DRINKS', 'MAGAZINE', 'MEAT - MISC', 'CONDIMENTS/SAUCES']"
27191430365,"['BAKED SWEET GOODS', 'SOFT DRINKS']"
27191442598,"['BROOMS AND MOPS', 'FLUID MILK PRODUCTS', 'AIR CARE', ' ', 'MAKEUP AND TREATMENT', 'EASTER', 'CONVENIENT BRKFST/WHLSM SNACKS', 'ORAL HYGIENE PRODUCTS']"
27191442724,"['TROPICAL FRUIT', 'BREAKFAST SAUSAGE/SANDWICHES', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'FRZN NOVELTIES/WTR ICE', 'ONIONS', 'CANDY - PACKAGED', 'MILK BY-PRODUCTS', 'DELI MEATS', 'DINNER SAUSAGE', 'MEAT - MISC']"
27191449117,"['SNACK NUTS', 'REFRIGERATED']"
27191455861,"['DRY NOODLES/PASTA', 'FLUID MILK PRODUCTS', 'REFRGRATD JUICES/DRNKS', 'ISOTONIC DRINKS', 'CANDY - CHECKLANE', 'MOLASSES/SYRUP/PANCAKE MIXS', 'BERRIES', 'PNT BTR/JELLY/JAMS']"
27191462009,['COUPON/MISC ITEMS']
27191462035,['CANDY - CHECKLANE']
27191471708,"['BAKED BREAD/BUNS/ROLLS', 'COLD CEREAL', 'HOUSEHOLD CLEANG NEEDS']"
27191475134,"['FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'COLD CEREAL', 'J-HOOKS', 'COFFEE', 'FIRST AID PRODUCTS', 'ROLLS', 'MAKEUP AND TREATMENT', 'BATH', 'STATIONERY & SCHOOL SUPPLIES', 'COLD AND FLU', 'TOYS AND GAMES', 'COFFEE FILTERS']"
27191491015,"['ELECTRICAL SUPPPLIES', 'BAKED BREAD/BUNS/ROLLS', 'WATER - CARBONATED/FLVRD DRINK', 'GARDEN CENTER', 'ROSES', 'CHEESES', 'STATIONERY & SCHOOL SUPPLIES', 'COUPON/MISC ITEMS', 'DELI MEATS', 'VALUE ADDED FRUIT', 'TOYS AND GAMES', 'BAG SNACKS']"
27191491242,"['FROZEN PIE/DESSERTS', 'ICE CREAM/MILK/SHERBTS']"
27191512980,"['BAKED BREAD/BUNS/ROLLS', 'ISOTONIC DRINKS', 'SOFT DRINKS', 'CHARCOAL AND LIGHTER FLUID', 'PAPER HOUSEWARES', 'CHEESE', 'DINNER SAUSAGE', 'MEAT - MISC', 'TOYS AND GAMES', 'HOT DOGS']"
27191518462,['FRZN MEAT/MEAT DINNERS']
27191527113,['SOFT DRINKS']
27191532349,"['FLUID MILK PRODUCTS', 'DINNER MXS:DRY', 'BEANS - CANNED GLASS & MW', 'SOFT DRINKS', 'MARGARINES', 'SALADS/DIPS', 'CONDIMENTS/SAUCES']"
27191541543,"['BERRIES', 'MARGARINES', 'FLUID MILK PRODUCTS']"
27191581709,"['MEAT - SHELF STABLE', 'BEEF']"
27191583855,"['LUNCHMEAT', 'CRACKERS/MISC BKD FD', 'COOKIES/CONES', 'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'PICKLE/RELISH/PKLD VEG', 'FRZN MEAT/MEAT DINNERS', 'SHAVING CARE PRODUCTS', 'SEAFOOD - FROZEN', 'BAKED SWEET GOODS', 'HOT DOGS', 'BAG SNACKS']"
27195527245,['ELECTRICAL SUPPPLIES']
27212800531,"['COOKIES/CONES', 'CHICKEN/POULTRY', 'BEERS/ALES', 'DELI SPECIALTIES (RETAIL PK)', 'SOFT DRINKS', 'CANDY - CHECKLANE', 'SPRING/SUMMER SEASONAL', 'STATIONERY & SCHOOL SUPPLIES', 'WAREHOUSE SNACKS', 'SALADS/DIPS', 'FRZN ICE', 'CANNED JUICES']"
27212997115,"['FLUID MILK PRODUCTS', 'CHICKEN', 'SALAD MIX', 'FLORAL-FRESH CUT', 'POTATOES', 'SALD DRSNG/SNDWCH SPRD']"
27213002362,"['BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'SALAD MIX', 'SOFT DRINKS', 'EGGS', 'LAUNDRY DETERGENTS', 'TOMATOES', 'CONVENIENT BRKFST/WHLSM SNACKS', 'BAKED SWEET GOODS']"
27213026910,['CANDY - CHECKLANE']
27213042515,"['BABY FOODS', 'SOFT DRINKS', 'BAG SNACKS', 'ICE CREAM/MILK/SHERBTS']"
27213047007,"['ANALGESICS', 'FEMININE HYGIENE']"
27213048128,['SOFT DRINKS']
27213051075,"['FRUIT - SHELF STABLE', 'BREAKFAST SWEETS', 'CHICKEN/POULTRY', 'BEANS - CANNED GLASS & MW', 'CANDY - PACKAGED', 'TOYS AND GAMES', 'BAG SNACKS']"
27213052080,"['CONVENIENT BRKFST/WHLSM SNACKS', 'COOKIES/CONES', 'CRACKERS/MISC BKD FD']"
27213060803,"['CEREAL/BREAKFAST', 'SNKS/CKYS/CRKR/CNDY', 'CARROTS', 'BEANS - CANNED GLASS & MW', 'SOFT DRINKS', 'ONIONS', 'ORGANICS FRUIT & VEGETABLES', 'NON-DAIRY BEVERAGES', 'MAGAZINE', 'BERRIES', 'APPLES', 'SALAD BAR', 'CANNED JUICES', 'FROZEN']"
27213061734,"['MISC. DAIRY', 'SOFT DRINKS', 'BREAKFAST SWEETS']"
27213070652,['HAIR CARE PRODUCTS']
27213080690,"['SALAD BAR', 'FITNESS&DIET']"
27213081362,"['MISC. DAIRY', 'CHICKEN/POULTRY', 'FIRST AID PRODUCTS', 'ISOTONIC DRINKS', 'SOFT DRINKS', 'MILK BY-PRODUCTS', 'BATH', 'EGGS', 'CHEESE', 'FROZEN BREAD/DOUGH', 'DRY MIX DESSERTS', 'MEAT - MISC', 'BAKED SWEET GOODS', 'DIETARY AID PRODUCTS', 'REFRGRATD DOUGH PRODUCTS', 'CANNED JUICES']"
27213081762,"['BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'BREAKFAST SWEETS', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'ISOTONIC DRINKS', 'FROZEN PIZZA', 'ROLLS', 'PET CARE SUPPLIES', 'DELI MEATS', 'CHEESE', 'PNT BTR/JELLY/JAMS', 'BAG SNACKS']"
27213082202,['PREPARED FOOD']
27213090555,"['PREPARED FOOD', 'LUNCHMEAT', 'FLUID MILK PRODUCTS', 'REFRGRATD JUICES/DRNKS', 'SALAD MIX', 'SOFT DRINKS', 'EGGS', 'MARGARINES', 'SWEET GOODS & SNACKS', 'BERRIES']"
27213100863,"['CIGARETTES', 'COUPON/MISC ITEMS']"
27213140793,"['SOFT DRINKS', 'EGGS', 'ICE CREAM/MILK/SHERBTS', 'DINNER SAUSAGE', 'BAG SNACKS']"
27213140796,"['INSECTICIDES', 'IRONING AND CHEMICALS']"
27213145817,"['CIGARETTES', 'BAKED BREAD/BUNS/ROLLS', 'ISOTONIC DRINKS', 'SOFT DRINKS', 'BEEF', 'BAKED SWEET GOODS', 'PNT BTR/JELLY/JAMS', 'BAG SNACKS']"
27213161000,['HAIR CARE PRODUCTS']
27213175261,"['DEODORANTS', 'CIGARS', 'ORAL HYGIENE PRODUCTS']"
27213177517,"['COOKIES/CONES', 'FRUIT - SHELF STABLE', 'CRACKERS/MISC BKD FD', 'TROPICAL FRUIT', 'SOFT DRINKS', 'DRY MIX DESSERTS', 'CONVENIENT BRKFST/WHLSM SNACKS', 'CANNED JUICES']"
27213187147,['FACIAL TISS/DNR NAPKIN']
27213193166,['EYE AND EAR CARE PRODUCTS']
27213193245,"['CRACKERS/MISC BKD FD', 'COOKIES/CONES', 'SEAFOOD - SHELF STABLE', 'TROPICAL FRUIT', 'PAPER TOWELS', 'COFFEE', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'CANDY - CHECKLANE', 'MILK BY-PRODUCTS', 'PAPER HOUSEWARES', 'YOGURT', 'GREETING CARDS/WRAP/PARTY SPLY']"
27213196916,"['SEAFOOD-FRESH', 'BAKED BREAD/BUNS/ROLLS', 'COFFEE', 'BERRIES', 'FROZEN MEAT', 'CHEESE', 'ICE CREAM/MILK/SHERBTS', 'DINNER SAUSAGE', 'MEAT - MISC']"
27213207587,"['BEERS/ALES', 'IMPORTED WINE', 'FRZN NOVELTIES/WTR ICE']"
27213221074,"['FLUID MILK PRODUCTS', 'COLD CEREAL']"
27213222824,"['FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'REFRGRATD JUICES/DRNKS', 'COLD CEREAL', 'FRZN MEAT/MEAT DINNERS', 'VALUE ADDED FRUIT', 'YOGURT']"
27213226744,"['BAKED BREAD/BUNS/ROLLS', 'SMOKED MEATS', 'FLUID MILK PRODUCTS', 'REFRGRATD JUICES/DRNKS', 'BEERS/ALES', 'BREAKFAST SAUSAGE/SANDWICHES', 'PWDR/CRYSTL DRNK MX', 'PORK', 'BEEF', 'BAG SNACKS']"
27213240311,"['SEAFOOD - SHELF STABLE', 'SNKS/CKYS/CRKR/CNDY']"
27213261271,"['BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'REFRGRATD JUICES/DRNKS', 'ISOTONIC DRINKS', 'SOFT DRINKS', 'CANDY - PACKAGED', 'BREAD', 'BEEF', 'DELI MEATS', 'POTATOES', 'CANNED JUICES']"
27213275984,"['BABY FOODS', 'CARROTS', 'CHICKEN', 'SUGARS/SWEETNERS', 'SALAD MIX', 'TEAS', 'FRZN JCE CONC/DRNKS']"
27213278360,"['PASTA SAUCE', 'SEAFOOD - SHELF STABLE', 'HOUSEHOLD CLEANG NEEDS', 'CANDY - CHECKLANE', 'LAUNDRY ADDITIVES', 'NO COMMODITY DESCRIPTION', 'FRUIT - SHELF STABLE', 'MILK BY-PRODUCTS', 'MARGARINES', 'PROCESSED', 'HOT DOGS', 'SALD DRSNG/SNDWCH SPRD', 'HISPANIC', 'LUNCHMEAT', 'AIR CARE', 'EGGS', 'BEEF', 'CHEESE', 'VEGETABLES SALAD', 'DIETARY AID PRODUCTS']"
27213286222,"['COOKIES/CONES', 'BAKED SWEET GOODS', 'TROPICAL FRUIT', 'CANDY - CHECKLANE']"
27213289109,"['FLUID MILK PRODUCTS', 'FRZN NOVELTIES/WTR ICE']"
27213289115,"['PET CARE SUPPLIES', 'CIGARETTES', 'ORAL HYGIENE PRODUCTS']"
27213293035,"['FIRST AID PRODUCTS', 'ANALGESICS', 'VITAMINS', 'COLD AND FLU', 'DIETARY AID PRODUCTS', 'YOGURT']"
27213326746,"['UNKNOWN', 'CEREAL/BREAKFAST', 'PEARS', 'PREPARED/PKGD FOODS', 'REFRIGERATED', 'ONIONS', 'ORGANICS FRUIT & VEGETABLES', 'SOUP', 'SQUASH', 'BEEF', 'POTATOES', 'CITRUS', 'FROZEN']"
27213336109,"['FRZN MEAT/MEAT DINNERS', 'FROZEN PIZZA', 'SOUP', 'VEGETABLES - SHELF STABLE', 'FRZN BREAKFAST FOODS', 'BEANS - CANNED GLASS & MW', 'SALAD MIX', 'ONIONS', 'PORK', 'POTATOES', 'HEAT/SERVE', 'HISPANIC', 'LUNCHMEAT', 'DINNER MXS:DRY', 'CHICKEN', 'FROZEN MEAT', 'BEEF', 'DRY BN/VEG/POTATO/RICE', 'CONDIMENTS/SAUCES']"
27213350189,"['SEAFOOD-FRESH', 'FLUID MILK PRODUCTS', 'CANDY - PACKAGED', 'DRY MIX DESSERTS', 'SALAD BAR', 'RICE CAKES']"
27213351092,['SALAD BAR']
27213353482,"['APPLES', 'SOFT DRINKS', 'HAND/BODY/FACIAL PRODUCTS', 'DELI MEATS']"
27213362034,"['CARROTS', 'COFFEE', 'BAKED BREAD/BUNS/ROLLS', 'BAKED SWEET GOODS']"
27213378809,"['ELECTRICAL SUPPPLIES', 'SOFT DRINKS', 'CANDY - PACKAGED']"
27213381894,"['LUNCHMEAT', 'BAKED BREAD/BUNS/ROLLS', 'MISCELLANEOUS', 'DINNER MXS:DRY', 'FLUID MILK PRODUCTS', 'SOFT DRINKS', 'TOMATOES', 'CHEESE', 'CANNED JUICES']"
27213382656,"['SHORTENING/OIL', 'BAKED BREAD/BUNS/ROLLS', 'COLD CEREAL', 'BREAKFAST SWEETS', 'DOG FOODS', 'PET CARE SUPPLIES', 'BEEF', 'PASTA SAUCE', 'CHEESE', 'VEGETABLES - SHELF STABLE']"
27213385835,"['BAKED BREAD/BUNS/ROLLS', 'SALADS/DIPS']"
27213385838,"['SOFT DRINKS', 'CHARCOAL AND LIGHTER FLUID', 'PAPER HOUSEWARES', 'MEAT - MISC', 'HOT DOGS']"
27213426217,"['BABY FOODS', 'BREAKFAST SAUSAGE/SANDWICHES', 'FRZN MEAT/MEAT DINNERS', 'FROZEN PIZZA', 'FRZN BREAKFAST FOODS', 'DOG FOODS', 'FRZN NOVELTIES/WTR ICE', 'PORK', 'CHEESES', 'DELI MEATS', 'FLUID MILK PRODUCTS', 'BEERS/ALES', 'MARGARINES', 'ICE CREAM/MILK/SHERBTS', 'HOT DOGS', 'BAG SNACKS', 'YOGURT', 'LUNCHMEAT', 'REFRGRATD JUICES/DRNKS', 'SOFT DRINKS', 'EGGS', 'REFRGRATD DOUGH PRODUCTS']"
27213432232,"['BEERS/ALES', 'SOFT DRINKS']"
27213438037,"['CAT LITTER', 'FROZEN PIZZA', 'PASTA SAUCE', 'FRZN BREAKFAST FOODS', 'DRY NOODLES/PASTA', 'HOSIERY/SOCKS', 'HOUSEHOLD CLEANG NEEDS', 'CANDY - CHECKLANE', 'CRACKERS/MISC BKD FD', 'BAKED SWEET GOODS', 'HISPANIC', 'LUNCHMEAT', 'BROOMS AND MOPS', 'AIR CARE', 'DISHWASH DETERGENTS', 'SEAFOOD - FROZEN', 'BEEF', 'VALUE ADDED FRUIT', 'MEAT - SHELF STABLE']"
27213446524,"['BAKED BREAD/BUNS/ROLLS', 'POPCORN', 'STATIONERY & SCHOOL SUPPLIES', 'DELI MEATS', 'DRY MIX DESSERTS']"
27213451237,"['BAKED BREAD/BUNS/ROLLS', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'ICE CREAM/MILK/SHERBTS', 'MEAT - SHELF STABLE']"
27213451240,['LUNCHMEAT']
27213457665,"['COFFEE', 'FLUID MILK PRODUCTS', 'COFFEE FILTERS', 'WATER - CARBONATED/FLVRD DRINK']"
27213467198,"['CHICKEN', 'CHARCOAL AND LIGHTER FLUID', 'PORK', 'BEEF', 'ICE CREAM/MILK/SHERBTS', 'CONDIMENTS/SAUCES']"
27213471538,"['INSECTICIDES', 'LAUNDRY DETERGENTS', 'CIGARETTES', 'SUGARS/SWEETNERS']"
27213510046,"['SOUP', 'BAKED BREAD/BUNS/ROLLS', 'CHEESE']"
27213531692,"['COLD CEREAL', ' ', 'LAWN AND GARDEN SHOP', 'HAIR CARE PRODUCTS', 'FRZN NOVELTIES/WTR ICE', 'SALAD MIX', 'MAKEUP AND TREATMENT', 'HAND/BODY/FACIAL PRODUCTS', 'SALAD BAR', 'BOOKSTORE', 'MILK BY-PRODUCTS', 'MARGARINES', 'ICE CREAM/MILK/SHERBTS', 'SALD DRSNG/SNDWCH SPRD', 'SOAP - LIQUID & BAR', 'BAG SNACKS', 'HAIR CARE ACCESSORIES', 'SOFT DRINKS', 'FACIAL TISS/DNR NAPKIN', 'CONDIMENTS/SAUCES']"
27213537595,"['VALUE ADDED FRUIT', 'PROCESSED', 'GRAPES']"
27213541333,"['FRZN VEGETABLE/VEG DSH', 'INSECTICIDES', 'WATER - CARBONATED/FLVRD DRINK', 'CHICKEN/POULTRY']"
27216090643,['COUPON/MISC ITEMS']
27231655709,['BREAKFAST SWEETS']
27231666787,"['PWDR/CRYSTL DRNK MX', 'ISOTONIC DRINKS']"
27231671298,"['FIRST AID PRODUCTS', 'ISOTONIC DRINKS', 'CANDY - CHECKLANE']"
27231671843,"['TROPICAL FRUIT', 'CHICKEN/POULTRY', 'DELI SPECIALTIES (RETAIL PK)', 'OVERNIGHT PHOTOFINISHING', 'HEAT/SERVE', 'PASTA SAUCE', 'SALAD BAR']"
27231676036,"['SHORTENING/OIL', 'UNKNOWN', 'BAKED BREAD/BUNS/ROLLS', 'VEGETABLES - ALL OTHERS', 'BREAKFAST SWEETS', 'CHICKEN/POULTRY', 'SALAD MIX', 'ROLLS', 'HEAT/SERVE', 'VITAMINS', 'DINNER SAUSAGE', 'KITCHEN GADGETS', 'LAWN AND GARDEN SHOP']"
27231677910,"['CRACKERS/MISC BKD FD', 'COLD CEREAL', 'TROPICAL FRUIT', 'BREAKFAST SWEETS', 'PICKLE/RELISH/PKLD VEG', 'FROZEN PIZZA', 'BACON', 'ROLLS', 'DRY BN/VEG/POTATO/RICE', 'MEAT - MISC', 'SALD DRSNG/SNDWCH SPRD', 'HOT DOGS', 'CANNED JUICES']"
27231678797,"['BATH', 'CANDLES/ACCESSORIES', 'LAUNDRY DETERGENTS']"
27231679468,"['IMPORTED WINE', 'ISOTONIC DRINKS', 'SHAVING CARE PRODUCTS', 'EYE AND EAR CARE PRODUCTS', 'CONVENIENT BRKFST/WHLSM SNACKS']"
27231679646,['BAKED BREAD/BUNS/ROLLS']
27231679754,"['FLUID MILK PRODUCTS', 'DOG FOODS', 'SOFT DRINKS', 'CANDY - CHECKLANE', 'EGGS', 'CHEESE', 'CANNED JUICES']"
27231680362,"['WAREHOUSE SNACKS', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'POPCORN']"
27231712736,"['PAPER TOWELS', 'FRZN MEAT/MEAT DINNERS', 'SOUP', 'BAKED BREAD/BUNS/ROLLS', 'SNACK NUTS', 'TROPICAL FRUIT', 'CHEESES', 'DELI MEATS', 'CONVENIENT BRKFST/WHLSM SNACKS', 'FLUID MILK PRODUCTS', 'BREAKFAST SWEETS', 'PWDR/CRYSTL DRNK MX', 'ICE CREAM/MILK/SHERBTS', 'BAG SNACKS', 'YOGURT', 'CANNED JUICES', 'DINNER MXS:DRY', 'CANDY - PACKAGED', 'EGGS', 'MEAT - SHELF STABLE', 'CONDIMENTS/SAUCES']"
27231715615,['DRY BN/VEG/POTATO/RICE']
27231726190,"['FLUID MILK PRODUCTS', 'COLD CEREAL', 'EGGS', 'CHEESE', 'PNT BTR/JELLY/JAMS', 'CANNED JUICES']"
27231726196,"['EGGS', 'FLUID MILK PRODUCTS', 'CANNED JUICES']"
27231726198,['SOFT DRINKS']
27231726580,"['MISC. DAIRY', 'CHICKEN', 'CAKES', 'PORK', 'SOUP', 'MILK BY-PRODUCTS', 'BAKED SWEET GOODS', 'BERRIES', 'MEAT - SHELF STABLE', 'PROCESSED', 'CIGARS', 'CANNED JUICES']"
27231726606,['COUPON/MISC ITEMS']
27231737188,"['SOFT DRINKS', 'STATIONERY & SCHOOL SUPPLIES', 'FLUID MILK PRODUCTS', 'SWEET GOODS & SNACKS']"
27231737189,"['INSECTICIDES', 'BREAKFAST SWEETS', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'CANDY - PACKAGED', 'STATIONERY & SCHOOL SUPPLIES', 'MEAT - SHELF STABLE']"
27231762143,['MAGAZINE']
27231762343,"['DRY SAUCES/GRAVY', 'BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'SNKS/CKYS/CRKR/CNDY', 'CAT FOOD', 'CANDY - CHECKLANE', 'SOUP', 'CHIPS&SNACKS', 'BEEF', 'CHEESE', 'BREAD', 'CONVENIENT BRKFST/WHLSM SNACKS', 'HISPANIC', 'FROZEN']"
27231770598,"['LUNCHMEAT', 'BAKED BREAD/BUNS/ROLLS', 'VEGETABLES - ALL OTHERS', 'REFRGRATD JUICES/DRNKS', 'SOFT DRINKS', 'ONIONS', 'PORK', 'EGGS', 'TOMATOES', 'BEEF', 'CHEESE', 'BREAD', 'PEPPERS-ALL']"
27231787880,"['MISC. DAIRY', 'LUNCHMEAT', 'DRY NOODLES/PASTA', 'DOG FOODS', 'BREAKFAST SAUSAGE/SANDWICHES', 'SOUP', 'MARGARINES', 'BEEF', 'PASTA SAUCE', 'BAG SNACKS', 'CONDIMENTS/SAUCES']"
27231790809,"['BROOMS AND MOPS', 'BREAKFAST SWEETS', 'SALAD MIX', 'BERRIES', 'SALD DRSNG/SNDWCH SPRD']"
27231791420,"['COLD CEREAL', 'PAPER TOWELS', 'BREAKFAST SAUSAGE/SANDWICHES', 'FRZN MEAT/MEAT DINNERS', 'FROZEN PIZZA', 'FROZEN CHICKEN', 'PASTA SAUCE', 'BAKED BREAD/BUNS/ROLLS', 'SMOKED MEATS', 'HAIR CARE PRODUCTS', 'SPICES & EXTRACTS', 'CONVENIENT BRKFST/WHLSM SNACKS', 'MARGARINES', 'SALD DRSNG/SNDWCH SPRD', 'HOT DOGS', 'CANNED JUICES', 'LUNCHMEAT', 'COOKIES/CONES', 'PICKLE/RELISH/PKLD VEG', 'FROZEN MEAT', 'BEEF', 'FROZEN BREAD/DOUGH', 'MEAT - MISC', 'CONDIMENTS/SAUCES']"
27231802186,"['SEAFOOD - FROZEN', 'BEEF', 'VEGETABLES - SHELF STABLE', 'DINNER MXS:DRY']"
27231805187,"['EYE AND EAR CARE PRODUCTS', 'BAKED BREAD/BUNS/ROLLS', 'BAKED SWEET GOODS', 'CONDIMENTS/SAUCES']"
27231806356,"['FRZN MEAT/MEAT DINNERS', 'SALAD MIX', 'FROZEN BREAD/DOUGH']"
27231816258,"['PREPARED FOOD', 'CHICKEN/POULTRY']"
27231816597,"['CANDY - PACKAGED', 'SHAVING CARE PRODUCTS', 'HAIR CARE PRODUCTS', 'COFFEE FILTERS']"
27231827932,"['TROPICAL FRUIT', 'REFRIGERATED']"
27231846875,"['DEODORANTS', 'HAIR CARE PRODUCTS']"
27231847189,"['PREPARED FOOD', 'BEERS/ALES', 'FACIAL TISS/DNR NAPKIN', 'SOFT DRINKS', 'FRZN MEAT/MEAT DINNERS', 'CANDY - CHECKLANE', 'EGGS', 'FD WRAPS/BAGS/TRSH BG', 'PAPER HOUSEWARES', 'DELI MEATS', 'CHEESE', 'TOYS AND GAMES', 'HOT DOGS', 'COFFEE FILTERS']"
27231847454,"['ELECTRICAL SUPPPLIES', 'PLASTIC HOUSEWARES']"
27231855134,"['SOFT DRINKS', 'BAG SNACKS', 'CANDY - CHECKLANE']"
27231855257,"['CONVENIENT BRKFST/WHLSM SNACKS', 'SOFT DRINKS']"
27231857786,"['SEAFOOD-FRESH', 'SEAFOOD - SHELF STABLE', 'BREAKFAST SWEETS', 'DOG FOODS', 'DOMESTIC WINE', 'BATH TISSUES', 'CANDY - PACKAGED', 'SOUP']"
27231883002,"['FLUID MILK PRODUCTS', 'BEERS/ALES', 'BEEF', 'SALADS/DIPS', 'FRZN POTATOES']"
27231895299,['ISOTONIC DRINKS']
27231913487,['CANDY - CHECKLANE']
27231913965,"['BAKED BREAD/BUNS/ROLLS', 'CANDY - PACKAGED']"
27231915477,"['MISC. DAIRY', 'BABY FOODS', 'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'COLD CEREAL', 'CHICKEN', 'SALAD MIX', 'CANDY - PACKAGED', 'BOOKSTORE', 'SOUP', 'BEEF', 'CANNED JUICES', 'CHEESE', 'BABY HBC', 'DRY BN/VEG/POTATO/RICE', 'APPLES', 'YOGURT']"
27231916624,"['LUNCHMEAT', 'FRUIT - SHELF STABLE', 'BAKED BREAD/BUNS/ROLLS', 'COLD CEREAL', 'REFRIGERATED', 'MELONS', 'EGGS', 'BATH', 'PAPER HOUSEWARES', 'BERRIES', 'MEAT - SHELF STABLE', 'CANNED JUICES']"
27231920840,"['MEAT - MISC', 'SALAD BAR', 'SOFT DRINKS']"
27231921604,"['BAKING NEEDS', 'TOBACCO OTHER', 'FRZN ICE']"
27231936819,"['STATIONERY & SCHOOL SUPPLIES', 'SOFT DRINKS']"
27231936864,"['LUNCHMEAT', 'CRACKERS/MISC BKD FD', 'FRUIT - SHELF STABLE', 'TROPICAL FRUIT', 'SOFT DRINKS', 'CANDY - PACKAGED', 'FROZEN PIZZA', 'CONVENIENT BRKFST/WHLSM SNACKS', 'BAKED SWEET GOODS', 'BAG SNACKS', 'CANNED JUICES']"
27231948520,"['BROCCOLI/CAULIFLOWER', 'VEGETABLES - ALL OTHERS', 'CARROTS', 'REFRIGERATED', 'PAPER HOUSEWARES', 'PASTA SAUCE', 'FRZN BREAKFAST FOODS', 'BUTTER', 'BAKED BREAD/BUNS/ROLLS', 'SNACK NUTS', 'TROPICAL FRUIT', 'POPCORN', 'CHEESES', 'TOMATOES', 'DELI MEATS', 'CONVENIENT BRKFST/WHLSM SNACKS', 'MISC. DAIRY', 'CRACKERS/MISC BKD FD', 'FRUIT - SHELF STABLE', 'FLUID MILK PRODUCTS', 'FRZN VEGETABLE/VEG DSH', 'MILK BY-PRODUCTS', 'ICE CREAM/MILK/SHERBTS', 'APPLES', 'PROCESSED', 'PNT BTR/JELLY/JAMS', 'YOGURT', 'COOKIES/CONES', 'SOFT DRINKS', 'CANDY - PACKAGED', 'INFANT CARE PRODUCTS', 'BEEF', 'CHEESE', 'MEAT - SHELF STABLE', 'CONDIMENTS/SAUCES']"
27231955449,"['MISCELLANEOUS', 'FOOT CARE PRODUCTS', 'CARROTS', 'BREAKFAST SAUSAGE/SANDWICHES', 'FRZN MEAT/MEAT DINNERS', 'VEGETABLES - SHELF STABLE', 'GRAPES', 'BAKED BREAD/BUNS/ROLLS', 'HOSIERY/SOCKS', 'SALAD MIX', 'ONIONS', 'PORK', 'CHEESES', 'MAKEUP AND TREATMENT', 'TOMATOES', 'DELI MEATS', 'POTATOES', 'CRACKERS/MISC BKD FD', 'FLUID MILK PRODUCTS', 'BACON', 'SPRING/SUMMER SEASONAL', 'MILK BY-PRODUCTS', 'BAKED SWEET GOODS', 'HOT DOGS', 'BAG SNACKS', 'SALD DRSNG/SNDWCH SPRD', 'GREETING CARDS/WRAP/PARTY SPLY', 'PICKLE/RELISH/PKLD VEG', 'SOFT DRINKS', 'BEEF', 'PET CARE SUPPLIES', 'CHEESE', 'DRY BN/VEG/POTATO/RICE', 'MEAT - SHELF STABLE']"
27231956188,"['LUNCHMEAT', 'BAKED BREAD/BUNS/ROLLS', 'FLUID MILK PRODUCTS', 'TROPICAL FRUIT', 'FRZN MEAT/MEAT DINNERS', 'SOFT DRINKS', 'CANDY - PACKAGED', 'FROZEN PIZZA', 'BACON', 'EGGS', 'BEEF', 'MEAT - SHELF STABLE', 'SALD DRSNG/SNDWCH SPRD', 'HOT DOGS', 'BAG SNACKS']"
