support,itemsets,itemset_length
0.04979141434531019,"BAKED BREAD/BUNS/ROLLS, CHEESE, FLUID MILK PRODUCTS",3
0.020723994078858835,"BAKED BREAD/BUNS/ROLLS, CHEESE, FROZEN PIZZA",3
0.020051137128246535,"BAKED BREAD/BUNS/ROLLS, CHEESE, FRZN MEAT/MEAT DINNERS",3
0.020320279908491456,"BAKED BREAD/BUNS/ROLLS, CHEESE, HOT DOGS",3
0.02799084914547167,"BAKED BREAD/BUNS/ROLLS, CHEESE, LUNCHMEAT",3
0.022742564930695736,"BAKED BREAD/BUNS/ROLLS, CHEESE, MILK BY-PRODUCTS",3
0.024626564392410174,"BAKED BREAD/BUNS/ROLLS, CHEESE, REFRGRATD JUICES/DRNKS",3
0.023146279101063115,"BAKED BREAD/BUNS/ROLLS, CHEESE, SALD DRSNG/SNDWCH SPRD",3
0.04185170232808505,"BAKED BREAD/BUNS/ROLLS, CHEESE, SOFT DRINKS",3
0.020723994078858835,"BAKED BREAD/BUNS/ROLLS, CHEESE, SOUP",3
0.020051137128246535,"BAKED BREAD/BUNS/ROLLS, CHEESE, TOMATOES",3
0.029067420266451354,"BAKED BREAD/BUNS/ROLLS, CHEESE, TROPICAL FRUIT",3
0.020993136859103756,"BAKED BREAD/BUNS/ROLLS, CHEESE, VEGETABLES - SHELF STABLE",3
0.03525770421208451,"BAKED BREAD/BUNS/ROLLS, COLD CEREAL, FLUID MILK PRODUCTS",3
0.024222850222042795,"BAKED BREAD/BUNS/ROLLS, COLD CEREAL, SOFT DRINKS",3
0.020320279908491456,"BAKED BREAD/BUNS/ROLLS, COLD CEREAL, TROPICAL FRUIT",3
0.02691427802449199,"BAKED BREAD/BUNS/ROLLS, CONDIMENTS/SAUCES, FLUID MILK PRODUCTS",3
0.025972278293634774,"BAKED BREAD/BUNS/ROLLS, CONDIMENTS/SAUCES, SOFT DRINKS",3
0.020454851298613914,"BAKED BREAD/BUNS/ROLLS, CONVENIENT BRKFST/WHLSM SNACKS, FLUID MILK PRODUCTS",3
0.022742564930695736,"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES, FLUID MILK PRODUCTS",3
0.020858565468981294,"BAKED BREAD/BUNS/ROLLS, COOKIES/CONES, SOFT DRINKS",3
0.023819136051675415,"BAKED BREAD/BUNS/ROLLS, CRACKERS/MISC BKD FD, FLUID MILK PRODUCTS",3
0.022204279370205894,"BAKED BREAD/BUNS/ROLLS, CRACKERS/MISC BKD FD, SOFT DRINKS",3
0.021127708249226215,"BAKED BREAD/BUNS/ROLLS, DELI MEATS, FLUID MILK PRODUCTS",3
0.020589422688736373,"BAKED BREAD/BUNS/ROLLS, DINNER MXS:DRY, FLUID MILK PRODUCTS",3
0.03391199031085991,"BAKED BREAD/BUNS/ROLLS, EGGS, FLUID MILK PRODUCTS",3
0.022069707980083435,"BAKED BREAD/BUNS/ROLLS, EGGS, SOFT DRINKS",3
0.023415421881308032,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, FROZEN PIZZA",3
0.02691427802449199,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, FRZN MEAT/MEAT DINNERS",3
0.029874848607186113,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, LUNCHMEAT",3
0.021935136589960973,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, MILK BY-PRODUCTS",3
0.030547705557798413,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, REFRGRATD JUICES/DRNKS",3
0.024357421612165253,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, SALD DRSNG/SNDWCH SPRD",3
0.05073341407616741,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.021396851029471135,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, SOUP",3
0.020858565468981294,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, TOMATOES",3
0.03781456062441125,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, TROPICAL FRUIT",3
0.023819136051675415,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, VEGETABLES - SHELF STABLE",3
0.020993136859103756,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, YOGURT",3
0.023415421881308032,"BAKED BREAD/BUNS/ROLLS, FROZEN PIZZA, SOFT DRINKS",3
0.022473422150450815,"BAKED BREAD/BUNS/ROLLS, FRZN MEAT/MEAT DINNERS, SOFT DRINKS",3
0.026645135244247074,"BAKED BREAD/BUNS/ROLLS, LUNCHMEAT, SOFT DRINKS",3
0.021396851029471135,"BAKED BREAD/BUNS/ROLLS, REFRGRATD JUICES/DRNKS, SOFT DRINKS",3
0.020454851298613914,"BAKED BREAD/BUNS/ROLLS, SALD DRSNG/SNDWCH SPRD, SOFT DRINKS",3
0.02866370609608397,"BAKED BREAD/BUNS/ROLLS, SOFT DRINKS, TROPICAL FRUIT",3
0.031489705288655634,"BEEF, CHEESE, FLUID MILK PRODUCTS",3
0.027856277755349212,"BEEF, CHEESE, SOFT DRINKS",3
0.03041313416767595,"BEEF, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.021262279639348673,"BEEF, FLUID MILK PRODUCTS, TROPICAL FRUIT",3
0.020051137128246535,"CANNED JUICES, CHEESE, FLUID MILK PRODUCTS",3
0.029605705826941192,"CHEESE, COLD CEREAL, FLUID MILK PRODUCTS",3
0.021800565199838515,"CHEESE, CONDIMENTS/SAUCES, FLUID MILK PRODUCTS",3
0.020723994078858835,"CHEESE, CRACKERS/MISC BKD FD, FLUID MILK PRODUCTS",3
0.029201991656573813,"CHEESE, EGGS, FLUID MILK PRODUCTS",3
0.020320279908491456,"CHEESE, FLUID MILK PRODUCTS, FRZN MEAT/MEAT DINNERS",3
0.025299421343022474,"CHEESE, FLUID MILK PRODUCTS, LUNCHMEAT",3
0.020454851298613914,"CHEESE, FLUID MILK PRODUCTS, MILK BY-PRODUCTS",3
0.023953707441797874,"CHEESE, FLUID MILK PRODUCTS, REFRGRATD JUICES/DRNKS",3
0.022473422150450815,"CHEESE, FLUID MILK PRODUCTS, SALD DRSNG/SNDWCH SPRD",3
0.034181133091104834,"CHEESE, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.028529134705961513,"CHEESE, FLUID MILK PRODUCTS, TROPICAL FRUIT",3
0.020858565468981294,"CHEESE, FLUID MILK PRODUCTS, VEGETABLES - SHELF STABLE",3
0.021262279639348673,"CHEESE, LUNCHMEAT, SOFT DRINKS",3
0.024491993002287715,"COLD CEREAL, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.022338850760328353,"COLD CEREAL, FLUID MILK PRODUCTS, TROPICAL FRUIT",3
0.021262279639348673,"CONDIMENTS/SAUCES, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.022069707980083435,"EGGS, FLUID MILK PRODUCTS, SOFT DRINKS",3
0.021262279639348673,"FLUID MILK PRODUCTS, FROZEN PIZZA, SOFT DRINKS",3
0.022607993540573273,"FLUID MILK PRODUCTS, FRZN MEAT/MEAT DINNERS, SOFT DRINKS",3
0.021935136589960973,"FLUID MILK PRODUCTS, LUNCHMEAT, SOFT DRINKS",3
0.020320279908491456,"FLUID MILK PRODUCTS, REFRGRATD JUICES/DRNKS, SOFT DRINKS",3
0.026645135244247074,"FLUID MILK PRODUCTS, SOFT DRINKS, TROPICAL FRUIT",3
0.021396851029471135,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, BEEF, CHEESE",4
0.020858565468981294,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, BEEF, SOFT DRINKS",4
0.024626564392410174,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, CHEESE, FLUID MILK PRODUCTS",4
0.023280850491185574,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, CHEESE, SOFT DRINKS",4
0.024626564392410174,"BAG SNACKS, BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, SOFT DRINKS",4
0.023280850491185574,"BAKED BREAD/BUNS/ROLLS, BEEF, CHEESE, FLUID MILK PRODUCTS",4
0.021665993809716056,"BAKED BREAD/BUNS/ROLLS, BEEF, CHEESE, SOFT DRINKS",4
0.023011707710940653,"BAKED BREAD/BUNS/ROLLS, BEEF, FLUID MILK PRODUCTS, SOFT DRINKS",4
0.020589422688736373,"BAKED BREAD/BUNS/ROLLS, CHEESE, COLD CEREAL, FLUID MILK PRODUCTS",4
0.025837706903512312,"BAKED BREAD/BUNS/ROLLS, CHEESE, FLUID MILK PRODUCTS, SOFT DRINKS",4
0.020185708518368994,"BAKED BREAD/BUNS/ROLLS, FLUID MILK PRODUCTS, SOFT DRINKS, TROPICAL FRUIT",4
